rank,code,name,market,return_pct,start_date,start_price,end_date,end_price,source
143,01835.HK,瑞威资管,HK,131.89188684138884,2025-08-01,1.850000023841858,2026-07-31,4.289999961853027,Yahoo Finance chart adjclose
144,01720.HK,普天通信集团,HK,131.81817873942947,2025-08-01,0.10999999940395355,2026-07-31,0.2549999952316284,Yahoo Finance chart adjclose
145,01396.HK,粤港湾控股,HK,131.40703502536644,2025-08-01,3.9800000190734863,2026-07-31,9.210000038146973,Yahoo Finance chart adjclose
146,08221.HK,高裕金融,HK,130.68181618062917,2025-08-01,0.8799999952316284,2026-07-31,2.0299999713897705,Yahoo Finance chart adjclose
147,02108.HK,K2 F&B,HK,128.80749494877213,2025-08-01,0.19448663294315338,2026-07-31,0.4449999928474426,Yahoo Finance chart adjclose
148,01940.HK,CGII HLDGS,HK,128.57142509593916,2025-08-01,0.49000000953674316,2026-07-31,1.1200000047683716,Yahoo Finance chart adjclose
149,08229.HK,未来数据集团,HK,128.1690216518496,2025-08-01,0.35499998927116394,2026-07-31,0.8100000023841858,Yahoo Finance chart adjclose
150,01793.HK,伟工控股,HK,128.03582010609978,2025-08-01,0.17760367691516876,2026-07-31,0.4050000011920929,Yahoo Finance chart adjclose
151,08148.HK,悟喜生活,HK,127.39724976011173,2025-08-01,0.7300000190734863,2026-07-31,1.659999966621399,Yahoo Finance chart adjclose
152,01416.HK,CTR HOLDINGS,HK,127.38095502075564,2025-08-01,0.08399999886751175,2026-07-31,0.19099999964237213,Yahoo Finance chart adjclose
153,01138.HK,中远海能,HK,127.04989396798227,2025-08-01,6.126406669616699,2026-07-31,13.90999984741211,Yahoo Finance chart adjclose
154,01208.HK,五矿资源,HK,125.53764190311605,2025-08-01,3.7200000286102295,2026-07-31,8.390000343322754,Yahoo Finance chart adjclose
155,09399.HK,南方两倍做空MSTR-U,HK,124.59985250235803,2025-08-01,2.874000072479248,2026-07-30,6.454999923706055,Yahoo Finance chart adjclose
156,08007.HK,环球战略集团,HK,124.48979641486582,2025-08-01,0.24500000476837158,2026-07-31,0.550000011920929,Yahoo Finance chart adjclose
157,01645.HK,海纳智能,HK,124.29906333812065,2025-08-01,1.0700000524520874,2026-07-31,2.4000000953674316,Yahoo Finance chart adjclose
158,01133.HK,哈尔滨电气,HK,124.18483757488401,2025-08-01,7.034374237060547,2026-07-31,15.770000457763672,Yahoo Finance chart adjclose
159,01751.HK,景联集团,HK,122.85713847802602,2025-08-01,0.3499999940395355,2026-07-31,0.7799999713897705,Yahoo Finance chart adjclose
